FULL Q-TABLE DATA DUMP
Format: [Cell1, Cell2, Cell3, Cell4, Cell5, Time] -> [32 Action Values]
------------------------------------------------------------

State (0, 0, 0, 0, 0, 0): [-15.884842046989363, -16.080969500118492, -16.12971760995259, -15.96771196173028, -15.828861333701903, -15.380835515300156, -16.13863858261308, -16.404003234169767, -15.98131576425015, -15.806983876984452, -16.13041743704028, -15.821853379714236, -16.871359525139148, -15.895288838300358, -16.084095648312992, -15.783155541094429, -16.09033845294788, -15.786627555137937, -16.073963865756667, -16.166512790746488, -15.93602708771556, -15.766060276956141, -16.03807666923921, -16.08402639236512, -16.089604249594526, -16.015393348645503, -16.044010879492692, -16.308005024164284, -16.29995966881415, -15.8374227684563, -15.812181675345562, -15.945782858702144]
State (0, 0, 0, 0, 0, 1): [-7.096556484524432, -6.995316197168006, -6.743175147668439, -6.97023923729761, -7.011805178234829, -7.145058070601477, -7.073325196860306, -7.379819185352686, -7.064443758668632, -7.3008873267681835, -7.013713530270074, -7.1153960486560255, -7.285392002751008, -7.435400855301946, -6.8665256950657865, -7.3757293071261865, -7.000000202941615, -6.973972965439945, -6.89353287906644, -6.940491616857883, -7.249190036502492, -6.997736162325231, -6.912149403466997, -6.924475905686407, -7.33566866283769, -6.908496753997512, -6.960988333057017, -6.882324531608035, -6.879854991646293, -6.974969702973268, -7.172053697975244, -6.952332515828605]
State (0, 0, 0, 0, 0, 5): [-3.954514842359948, -3.720284435321567, -4.047367225249697, -3.7775674409651985, -4.036752366215988, -4.4417798988253425, -4.267203724039281, -3.786795396558042, -4.1657375648653, -4.260558191519359, -3.9555612823552995, -4.130490453483504, -3.9077299726556323, -4.169784910700576, -3.77674152475353, -4.298623322008768, -4.0217198321546155, -3.968699904348729, -3.921774158874299, -4.288592773657277, -3.757003834042873, -4.303847518364706, -3.722519721906232, -4.030366886213919, -4.251050767870684, -3.782897774883289, -4.3235462404894776, -4.136355871065024, -4.30922420664121, -4.11572720685826, -4.065767846154682, -3.7647001277522913]
State (0, 0, 0, 0, 1, 0): [-3.926597466083965, -4.336222262808849, -4.54778882238712, -6.094315331518205, -3.9309798740943833, -4.143820441133746, -5.412818940836332, -4.502651964625617, -5.217157855981658, -4.5367068889312865, -4.517771141816528, -5.260102374096531, -5.059094726203343, -4.476822271757094, -7.045240071483693, -4.2819684048983575, -5.400542504881341, -4.364371375093504, -5.301093357348953, -4.050240453459623, -3.9274887299681907, -5.008082642909589, -4.089474418143061, -4.35340619520642, -5.3833784930158926, -4.131794677979903, -4.430004870857534, -4.956421615069565, -5.023239671521248, -5.353163003318141, -4.057741091059948, -5.328143742243885]
State (0, 0, 0, 0, 1, 1): [-2.556816578529111, -2.540478869881533, -2.324732768638429, -2.3560841561644383, -2.337677854582584, -2.5646902909598266, -2.62732745613466, -3.2364249308662583, -2.208905037235104, -3.0687704524409085, -2.206866594457657, -2.4783468222365714, -2.48195001729641, -2.222474102404133, -3.3101998128733, -3.1077739608810537, -2.230197974204921, -3.0137865982983416, -3.223184219102287, -2.430360356560721, -2.594192305185211, -3.067463228974532, -2.266062640678092, -2.7508498773135894, -2.5429097097667883, -2.7935526710907146, -2.8353242936445366, -3.0879566524935655, -2.8496940856311777, -2.4669737758435337, -2.257142045140041, -2.7846699636732906]
State (0, 0, 0, 0, 1, 5): [-1.8002071493617624, -1.9655261986834232, -1.9161288137749959, -1.6722746484523634, -2.033050927053146, -1.6781922317009177, -1.6211078745442098, -1.858458345282941, -1.6462468727811386, -1.7371148819348514, -1.5784405749685129, -1.86016594320584, -1.6788081906496317, -1.9257536373795459, -1.7567899476086866, -2.1152120857318977, -1.5162352856726906, -1.7444064256367273, -2.2263021159340513, -2.480230001337393, -1.6919385899988293, -2.4487158404534335, -1.9257531414745626, -1.9774060974786165, -1.7417462689076169, -1.9363529888385576, -1.8747948758040422, -1.9252241553455078, -1.9311466631922591, -2.116349630496522, -2.020574530456411, -1.5383518192115546]
State (0, 0, 0, 1, 0, 0): [-4.876657712448128, -4.767831505289163, -5.11142496478182, -3.763008253306322, -4.331035480110041, -4.178209428611272, -4.069504576366056, -4.8409564937926675, -4.930222403368794, -4.227095366372239, -4.36269882875637, -5.173170687464006, -4.094976548697694, -4.331110547814123, -4.713566952300671, -3.906890486496975, -3.75699229626752, -3.9569122850072223, -4.002659462447661, -4.624623095456835, -5.337579586464962, -4.949864595485649, -5.032535232402363, -3.9009006766335927, -5.333131890117239, -4.4417595474328335, -5.0005529621514215, -4.571529301597659, -4.033377081681013, -4.557950831682726, -4.691593370890427, -3.9633224868534116]
State (0, 0, 0, 1, 0, 1): [-2.257483045007402, -2.8352817388839373, -2.9579313666503353, -2.013367267258116, -2.200338479240854, -2.1962442459520912, -2.0567303084283854, -2.338515155544977, -2.335493524991013, -2.0576204345592126, -2.0943497414043186, -2.3377464312904737, -1.9753333143520955, -2.3009801333544107, -3.309519223336414, -2.306191965040545, -2.8493651756354232, -3.267358533858788, -2.1430130255708804, -2.3741775935116607, -2.519897421436398, -2.771896060066773, -2.3579880537515248, -2.4012639684618597, -2.008647460404983, -2.8737061668656714, -2.608869119264126, -2.495096683019281, -2.895047636261647, -2.5757223582623947, -2.0152773294342747, -2.681551626107991]
State (0, 0, 0, 1, 0, 5): [-1.7974744731177876, -2.0622664339685466, -2.006951843288155, -2.281043127073885, -2.049264443090936, -2.133828904675501, -1.7031734403918672, -1.8565502320736258, -2.016790035686032, -1.6879658278990761, -1.692690320046501, -2.800898718576873, -1.7315554677275742, -1.9217567415137666, -2.1376420453523273, -1.992064787099019, -2.2178215163195167, -1.7303342240733286, -1.6727495945294488, -1.8671101222115938, -1.6417420948550125, -1.906321323463139, -1.8686879948535313, -2.4770669595793726, -1.7026427004380236, -2.342226156984574, -1.9249072661486375, -2.1162442426718164, -1.920544019585061, -2.109438906895111, -2.126832419287601, -2.502568740299724]
State (0, 0, 0, 1, 1, 0): [-1.5553587331105212, -1.9022596952489115, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.8356447774219529, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.7929502916367936, 0.0, -1.1746694311021575, 0.0, 0.0, 0.0, -0.6451026725249321, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
